@relation activity_recognition_labeled

@attribute "UNIQUE_ID" numeric
@attribute "user" {"33" , "17", "29", "13" , "20" , "27" , "6" , "15" , "32" , "36"} 
@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "X5" numeric
@attribute "X6" numeric
@attribute "X7" numeric
@attribute "X8" numeric
@attribute "X9" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Y5" numeric
@attribute "Y6" numeric
@attribute "Y7" numeric
@attribute "Y8" numeric
@attribute "Y9" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "Z5" numeric
@attribute "Z6" numeric
@attribute "Z7" numeric
@attribute "Z8" numeric
@attribute "Z9" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "YPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "XABSOLDEV" numeric
@attribute "YABSOLDEV" numeric
@attribute "ZABSOLDEV" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing" }

@data
372,27,0.11,0.1,0.1,0.06,0.1,0.09,0.14,0.13,0.07,0.11,0.13,0.09,0.13,0.11,0.07,0.07,0.05,0.11,0.12,0.13,0.11,0.1,0.09,0.09,0.1,0.07,0.14,0.11,0.14,0.08,0,-2.48,-0.51,1283.33,1533.33,1700,7.4,6.94,5.71,9.76,8.32,9.76,13.04,Jogging
373,27,0.12,0.07,0.08,0.12,0.1,0.09,0.11,0.14,0.1,0.11,0.12,0.08,0.14,0.1,0.07,0.08,0.09,0.14,0.11,0.09,0.12,0.12,0.09,0.09,0.05,0.1,0.13,0.11,0.1,0.12,0,-2.57,-0.54,2462.5,3400,1150,7.32,6.41,6.2,9.65,7.81,9.65,12.9,Jogging
374,27,0.1,0.1,0.07,0.08,0.13,0.15,0.1,0.05,0.1,0.15,0.11,0.12,0.17,0.09,0.04,0.05,0.07,0.1,0.12,0.15,0.14,0.11,0.08,0.1,0.1,0.09,0.08,0.09,0.11,0.11,0,-2.43,-1,3975,1066.67,3975,7.4,7.21,6.15,9.79,8.37,9.79,13.66,Jogging
375,27,0.08,0.07,0.12,0.08,0.14,0.09,0.11,0.08,0.08,0.18,0.08,0.1,0.2,0.08,0.06,0.04,0.08,0.11,0.11,0.15,0.11,0.08,0.08,0.11,0.15,0.09,0.08,0.08,0.11,0.12,0,-2.13,-0.45,1483.33,1450,2575,7.29,6.71,5.77,9.38,7.88,9.38,12.85,Jogging
376,27,0.07,0.13,0.09,0.07,0.12,0.13,0.08,0.1,0.08,0.16,0.06,0.1,0.14,0.11,0.05,0.09,0.09,0.08,0.14,0.16,0.12,0.08,0.07,0.09,0.07,0.15,0.13,0.05,0.09,0.15,0,-1.18,-0.13,2883.33,3300,2150,7.59,6.44,5.85,9.75,7.68,9.75,13.09,Jogging
377,27,0.07,0.09,0.14,0.08,0.16,0.1,0.09,0.07,0.09,0.14,0.08,0.13,0.11,0.11,0.06,0.07,0.09,0.11,0.16,0.11,0.11,0.12,0.09,0.07,0.09,0.11,0.13,0.09,0.07,0.13,0,-1.69,-0.73,3775,1600,1450,7.34,6.53,6.02,9.44,7.71,9.44,12.85,Jogging
378,27,0.12,0.1,0.07,0.1,0.12,0.13,0.08,0.1,0.1,0.11,0.1,0.18,0.15,0.08,0.07,0.07,0.04,0.09,0.13,0.1,0.15,0.08,0.12,0.12,0.1,0.09,0.1,0.07,0.07,0.13,0,-3.26,-1.23,3200,1375,3225,7.5,6.88,6.15,9.94,8.11,9.94,13.57,Jogging
379,27,0.1,0.12,0.05,0.07,0.07,0.14,0.15,0.09,0.04,0.19,0.11,0.16,0.11,0.09,0.08,0.04,0.05,0.09,0.12,0.16,0.16,0.07,0.08,0.1,0.11,0.11,0.11,0.08,0.12,0.1,0,-2.41,-0.98,3375,1230,2250,7.99,7.57,6.1,10.48,8.91,10.48,14.3,Jogging
380,27,0.1,0.07,0.08,0.11,0.13,0.12,0.11,0.04,0.07,0.19,0.09,0.12,0.17,0.1,0.08,0.06,0.1,0.09,0.09,0.13,0.15,0.07,0.08,0.08,0.12,0.1,0.1,0.08,0.11,0.13,0,-2.6,-0.62,1760,1043.75,1300,7.83,6.52,6.27,10.17,7.88,10.17,13.7,Jogging
381,27,0.12,0.09,0.12,0.07,0.12,0.12,0.12,0.07,0.08,0.11,0.13,0.18,0.15,0.08,0.03,0.03,0.08,0.11,0.09,0.16,0.16,0.08,0.08,0.12,0.11,0.08,0.08,0.1,0.07,0.14,0,-3.11,-1.11,2200,1300,2200,8.19,7.56,6.73,10.66,8.6,10.66,14.64,Jogging
382,27,0.08,0.12,0.12,0.09,0.14,0.14,0.08,0.07,0.05,0.12,0.14,0.14,0.11,0.1,0.05,0.04,0.1,0.09,0.11,0.13,0.14,0.13,0.08,0.09,0.14,0.09,0.06,0.08,0.06,0.15,0,-3.15,-1.2,1850,1800,1825,7.96,7.41,6.43,10.31,8.76,10.31,14.18,Jogging
383,27,0.1,0.13,0.07,0.09,0.13,0.09,0.08,0.07,0.07,0.17,0.1,0.09,0.16,0.12,0.13,0.07,0.06,0.1,0.1,0.11,0.12,0.07,0.06,0.1,0.15,0.14,0.06,0.1,0.13,0.1,0,-2.64,-0.41,4050,2100,1025,8.57,6.03,5.6,10.83,7.55,10.83,13.62,Jogging
384,27,0.11,0.1,0.13,0.14,0.07,0.07,0.08,0.07,0.15,0.1,0.07,0.05,0.06,0.16,0.19,0.09,0.1,0.1,0.13,0.08,0.12,0.1,0.13,0.11,0.09,0.13,0.04,0.11,0.09,0.11,0,-1.39,-1.27,2466.67,2200,2675,8.3,5.27,5.74,10.34,6.93,10.34,12.9,Jogging
385,27,0.13,0.06,0.16,0.12,0.07,0.07,0.11,0.05,0.14,0.1,0.07,0.07,0.03,0.16,0.17,0.12,0.11,0.11,0.12,0.08,0.1,0.15,0.09,0.09,0.15,0.06,0.12,0.08,0.07,0.11,0,-1.48,-1.16,1450,2162.5,3250,8.17,5.27,5.57,10.19,7.03,10.19,12.62,Jogging
386,27,0.14,0.07,0.11,0.17,0.05,0.08,0.08,0.19,0.1,0.03,0.11,0.06,0.03,0.07,0.17,0.2,0.13,0.09,0.1,0.07,0.05,0.09,0.18,0.1,0.12,0.1,0.09,0.08,0.09,0.13,0,-2,-0.45,1266.67,1925,3875,7.67,5.11,5.18,9.95,6.98,9.95,11.78,Jogging
387,27,0.1,0.14,0.12,0.12,0.07,0.06,0.11,0.17,0.12,0.02,0.13,0.07,0.05,0.06,0.11,0.22,0.14,0.1,0.09,0.06,0.04,0.09,0.15,0.13,0.08,0.1,0.09,0.16,0.11,0.08,0,-2.69,-0.31,1475,1200,662.5,7.9,5.82,4.92,10.2,7.54,10.2,12.01,Jogging
388,27,0.1,0.12,0.16,0.08,0.07,0.11,0.07,0.07,0.15,0.09,0.08,0.11,0.01,0.12,0.13,0.15,0.18,0.1,0.09,0.06,0.07,0.17,0.09,0.09,0.06,0.11,0.13,0.13,0.1,0.09,0,-2.03,-0.85,2433.33,1216.67,1275,8.34,5.21,5.5,10.49,6.85,10.49,12.53,Jogging
389,27,0.1,0.12,0.12,0.17,0.05,0.1,0.12,0.11,0.1,0.04,0.1,0.08,0.05,0.06,0.17,0.17,0.12,0.15,0.08,0.05,0.05,0.11,0.12,0.13,0.11,0.14,0.07,0.1,0.12,0.07,0,-2.1,-0.69,2725,3125,2725,7.83,5.13,4.73,10.08,6.81,10.08,11.61,Jogging
390,27,0.12,0.15,0.09,0.1,0.09,0.11,0.12,0.11,0.1,0.03,0.13,0.06,0.05,0.03,0.17,0.19,0.15,0.13,0.06,0.06,0.1,0.04,0.17,0.12,0.1,0.09,0.11,0.13,0.09,0.08,0,-2.61,-0.96,3200,1850,675,7.84,5.62,5.21,10.37,7.49,10.37,12.05,Jogging
391,27,0.07,0.16,0.12,0.11,0.07,0.06,0.12,0.17,0.11,0.05,0.09,0.09,0.05,0.08,0.17,0.15,0.16,0.16,0.06,0.02,0.07,0.06,0.18,0.11,0.07,0.12,0.12,0.11,0.16,0.04,0,-2.62,-0.78,2283.33,2375,1183.33,7.77,4.94,4.86,10.02,6.48,10.02,11.46,Jogging
392,27,0.05,0.14,0.15,0.16,0.08,0.08,0.07,0.1,0.07,0.01,0.07,0.11,0.03,0.03,0.16,0.2,0.13,0.08,0.06,0.04,0.02,0.04,0.14,0.11,0.09,0.13,0.09,0.13,0.13,0.04,0,-2.25,0.23,1125,1825,3250,7.16,4.2,3.78,10.18,6.36,10.18,10.05,Jogging
393,27,0.17,0.19,0.17,0.11,0.07,0.11,0.09,0.04,0.04,0.02,0.12,0.07,0.07,0.08,0.13,0.14,0.06,0.12,0.12,0.09,0.09,0.15,0.12,0.09,0.14,0.09,0.09,0.06,0.09,0.1,0,2.02,0.25,4625,380,3550,6.05,5.69,3.68,8.44,7.82,8.44,10.27,Upstairs
394,27,0.02,0.06,0.06,0.13,0.13,0.11,0.06,0.14,0.13,0.14,0.06,0.11,0.12,0.11,0.11,0.09,0.1,0.07,0.13,0.1,0.14,0.08,0.1,0.13,0.13,0.05,0.09,0.11,0.09,0.09,0,2.76,0.1,420.83,733.33,3600,5.92,5.47,3.73,8.54,7.25,8.54,10.05,Upstairs
395,27,0.2,0.15,0.14,0.07,0.08,0.12,0.14,0.08,0.02,0.03,0.15,0.1,0.1,0.13,0.09,0.09,0.12,0.09,0.05,0.08,0.12,0.12,0.09,0.08,0.05,0.12,0.13,0.09,0.12,0.12,0,0.74,0.49,4275,308.33,2775,6.47,5.99,3.84,9.07,8.8,9.07,10.95,Upstairs
396,27,0,0,0.03,0.08,0.1,0.06,0.12,0.14,0.21,0.17,0.07,0.11,0.11,0.08,0.06,0.1,0.11,0.12,0.1,0.09,0.05,0.06,0.09,0.09,0.09,0.15,0.09,0.14,0.1,0.09,0,1.96,0.63,805.56,450,3150,6.21,4.58,2.73,9.35,6.91,9.35,9.03,Upstairs
397,27,0.15,0.13,0.14,0.15,0.1,0.11,0.13,0.04,0.03,0.04,0.05,0.13,0.11,0.09,0.12,0.15,0.12,0.1,0.08,0.07,0.08,0.06,0.06,0.12,0.12,0.12,0.15,0.12,0.09,0.09,0,9,1.23,1225,730.77,975,4.54,3.83,3.23,5.67,4.72,5.67,11.12,Downstairs
398,27,0.1,0.08,0.09,0.1,0.08,0.1,0.11,0.11,0.14,0.11,0.12,0.1,0.11,0.09,0.06,0.12,0.1,0.07,0.13,0.12,0.11,0.13,0.12,0.09,0.08,0.13,0.08,0.09,0.09,0.11,0,9.13,0.81,1925,607.14,2583.33,3.47,4.71,3.66,4.8,5.62,4.8,11.06,Downstairs
399,27,0.09,0.1,0.08,0.09,0.12,0.12,0.06,0.15,0.11,0.1,0.12,0.09,0.07,0.13,0.09,0.09,0.12,0.12,0.09,0.1,0.09,0.13,0.11,0.11,0.12,0.07,0.08,0.1,0.13,0.07,0,9.23,0.78,3675,536.11,2450,3.58,4.43,3.65,4.82,5.32,4.82,11.25,Downstairs
400,27,0.03,0.06,0.04,0.04,0.06,0.05,0.07,0.06,0.1,0.12,0.08,0.05,0.08,0.07,0.08,0.02,0.03,0.08,0.06,0.09,0.09,0.05,0.07,0.05,0.05,0.05,0.06,0.05,0.07,0.09,0,5.58,0.78,1250,583.33,1850,1.99,3.12,2.88,4.31,6.51,4.31,7.15,Downstairs
401,27,0.21,0.16,0.15,0.08,0.09,0.11,0.11,0.09,0.02,0,0.11,0.1,0.04,0.09,0.13,0.15,0.12,0.12,0.05,0.1,0.15,0.11,0.11,0.06,0.07,0.08,0.09,0.12,0.09,0.11,0,0.86,0.32,2075,416.67,2062.5,6.78,4.78,3.94,9.51,7.41,9.51,10.42,Upstairs
402,27,0.05,0.06,0.11,0.12,0.12,0.11,0.1,0.08,0.12,0.12,0.19,0.1,0.11,0.08,0.14,0.1,0.1,0.06,0.09,0.06,0.1,0.15,0.09,0.14,0.06,0.1,0.08,0.09,0.08,0.11,0,-1.34,0.07,450,875,3750,6.06,5.1,3.54,8.81,7.05,8.81,9.54,Upstairs
403,27,0,0,0,0.11,0.09,0.08,0.11,0.16,0.22,0.2,0.01,0.07,0.14,0.11,0.08,0.04,0.06,0.11,0.22,0.16,0.06,0.07,0.1,0.12,0.12,0.13,0.09,0.11,0.11,0.09,0,3.68,0.56,397.92,1760,4275,7.65,5.02,2.78,10.27,6.11,10.27,10.44,Upstairs
404,27,0.1,0.15,0.1,0.05,0.08,0.07,0.03,0.05,0.02,0.01,0.07,0.09,0.08,0.07,0.04,0.07,0.09,0.06,0.03,0.05,0.05,0.04,0.06,0.06,0.09,0.07,0.1,0.05,0.08,0.06,0,0.39,0.3,150,420,925,4.2,3.05,1.66,8.97,6.93,8.97,5.97,Upstairs
405,27,0.12,0.18,0.14,0.08,0.09,0.08,0.09,0.04,0.08,0.11,0.09,0.14,0.12,0.1,0.13,0.1,0.08,0.11,0.07,0.09,0.07,0.12,0.07,0.1,0.12,0.11,0.1,0.12,0.13,0.08,0,8.15,1.59,125,466.67,2150,3.53,4.11,3.34,4.67,5.01,4.67,10.5,Downstairs
406,27,0.15,0.08,0.12,0.14,0.08,0.11,0.05,0.1,0.09,0.11,0.07,0.06,0.1,0.07,0.13,0.1,0.13,0.13,0.14,0.08,0.06,0.1,0.13,0.11,0.1,0.13,0.12,0.13,0.08,0.06,0,9.47,1.13,475,696.15,3775,3.16,4.06,2.93,4.31,4.93,4.31,11.13,Downstairs
407,27,0.08,0.12,0.11,0.1,0.12,0.13,0.11,0.1,0.11,0.04,0.05,0.1,0.11,0.11,0.12,0.12,0.11,0.09,0.11,0.09,0.13,0.09,0.13,0.11,0.11,0.12,0.1,0.11,0.05,0.07,0,9.24,0.86,3425,492.11,3600,2.32,4.15,3.05,3.26,5.02,3.26,10.58,Downstairs
408,27,0.07,0.08,0.09,0.12,0.15,0.13,0.13,0.1,0.07,0.07,0.04,0.06,0.09,0.15,0.11,0.12,0.12,0.09,0.13,0.1,0.09,0.12,0.12,0.13,0.12,0.1,0.11,0.08,0.12,0.03,0,9.54,0.82,3425,745.83,2150,2.16,4.02,2.96,3.08,4.82,3.08,10.63,Downstairs
409,27,0.1,0.07,0.05,0.07,0.06,0.08,0.1,0.15,0.15,0.2,0.17,0.11,0.12,0.08,0.06,0.09,0.09,0.1,0.08,0.13,0.18,0.08,0.09,0.06,0.09,0.08,0.09,0.07,0.13,0.15,0,8.18,1.59,2625,470.59,1275,2.79,4.98,4.42,3.85,5.96,3.85,10.91,Downstairs
410,27,0,0.01,0,0.03,0.02,0.01,0.02,0.07,0.02,0.01,0.1,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.14,0,0.36,1.55,366.67,375,287.5,0.23,0.31,1.29,1.77,2.15,1.77,1.64,Downstairs
411,27,0.15,0.12,0.13,0.06,0.07,0.11,0.1,0.09,0.1,0.07,0.06,0.08,0.08,0.16,0.09,0.06,0.14,0.11,0.09,0.13,0.11,0.12,0.09,0.07,0.07,0.07,0.1,0.1,0.16,0.13,0,2.26,0.87,300,590,2062.5,7.86,5.19,4.22,10.29,6.92,10.29,11.36,Upstairs
412,27,0.17,0.12,0.13,0.13,0.14,0.1,0.11,0.07,0.05,0.01,0.24,0.14,0.07,0.07,0.09,0.17,0.12,0.07,0.03,0.01,0.13,0.07,0.13,0.1,0.09,0.12,0.1,0.11,0.09,0.08,0,-3.27,-0.02,1075,1650,2700,6.32,5.71,3.54,9.01,7.14,9.01,10.14,Upstairs
413,27,0,0,0.02,0.13,0.11,0.1,0.11,0.15,0.18,0.19,0.07,0.11,0.15,0.08,0.11,0.09,0.06,0.11,0.13,0.1,0.08,0.09,0.11,0.13,0.14,0.13,0.09,0.08,0.07,0.11,0,1.53,0.39,450,1108.33,1335.71,6.72,5.47,3.29,9.42,7.34,9.42,10.15,Upstairs
414,27,0.06,0.14,0.11,0.04,0.1,0.08,0.07,0.08,0.07,0.08,0.01,0.06,0.08,0.08,0.09,0.07,0.08,0.09,0.14,0.14,0.07,0.11,0.06,0.1,0.1,0.07,0.1,0.1,0.07,0.06,0,3.69,0.32,725,1087.5,1100,5.94,4.58,2.62,9.55,7,9.55,8.87,Upstairs
415,27,0.02,0.04,0.09,0.08,0.1,0.09,0.15,0.13,0.17,0.15,0.04,0.09,0.11,0.1,0.11,0.13,0.11,0.09,0.1,0.13,0.08,0.12,0.1,0.11,0.09,0.11,0.11,0.09,0.08,0.13,0,9.46,1.09,4250,540.63,2533.33,2.62,3.99,2.9,3.53,4.81,3.53,10.74,Downstairs
416,27,0.05,0.08,0.06,0.08,0.09,0.17,0.11,0.14,0.1,0.13,0.06,0.08,0.13,0.08,0.13,0.13,0.08,0.11,0.08,0.14,0.07,0.08,0.13,0.1,0.12,0.1,0.12,0.11,0.11,0.08,0,9.29,1.08,2600,650,833.33,3.28,3.96,2.68,4.49,4.84,4.49,10.75,Downstairs
417,27,0.1,0.11,0.08,0.14,0.12,0.07,0.11,0.06,0.15,0.08,0.09,0.1,0.08,0.12,0.08,0.08,0.11,0.16,0.11,0.07,0.1,0.13,0.11,0.1,0.08,0.07,0.11,0.14,0.08,0.08,0,9.01,1.02,2025,546.67,1575,4.25,4.08,3.27,5.73,4.9,5.73,11.16,Downstairs
418,27,0.19,0.15,0.15,0.13,0.1,0.08,0.09,0.05,0.04,0.05,0.17,0.12,0.09,0.1,0.09,0.08,0.11,0.08,0.11,0.08,0.12,0.08,0.08,0.1,0.14,0.11,0.07,0.09,0.11,0.11,0,8.04,1.16,3300,805,2225,5.95,4.18,3.31,7.39,5.07,7.39,11.24,Downstairs
419,27,0.09,0.06,0.05,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.08,0.03,0.04,0.04,0.02,0.04,0.03,0.01,0.03,0.02,0.06,0.02,0.01,0.03,0.03,0.04,0.02,0.03,0.07,0.05,0,2.33,0.49,1050,500,1150,2.32,1.78,1.23,8.55,6.83,8.55,3.88,Downstairs
420,27,0.09,0.11,0.08,0.08,0.1,0.08,0.13,0.1,0.13,0.13,0.08,0.05,0.04,0.1,0.11,0.11,0.14,0.12,0.12,0.14,0.18,0.14,0.08,0.09,0.08,0.06,0.06,0.07,0.08,0.17,0,-0.96,0.69,2225,2062.5,2800,6.53,4.19,3.42,9.27,5.94,9.27,9.29,Upstairs
421,27,0.1,0.07,0.09,0.1,0.12,0.11,0.1,0.1,0.12,0.12,0.12,0.12,0.08,0.09,0.09,0.14,0.09,0.1,0.09,0.11,0.07,0.1,0.1,0.12,0.11,0.11,0.15,0.07,0.12,0.08,0,-2.88,0.78,550,2316.67,1075,6.53,5.21,2.22,9.15,6.45,9.15,9.24,Upstairs
422,27,0.12,0.12,0.12,0.11,0.07,0.11,0.09,0.1,0.08,0.09,0.12,0.13,0.11,0.13,0.09,0.06,0.1,0.09,0.11,0.1,0.08,0.09,0.12,0.1,0.07,0.14,0.09,0.15,0.11,0.07,0,-3.34,0.95,2125,4125,1200,7.88,5.28,2.26,10.38,6.49,10.38,10.48,Upstairs
423,27,0.06,0.06,0.1,0.09,0.09,0.07,0.06,0.06,0.06,0.04,0.06,0.06,0.14,0.07,0.08,0.06,0.04,0.07,0.06,0.04,0.03,0.04,0.05,0.09,0.11,0.06,0.09,0.09,0.05,0.06,0,-2.18,0.79,2300,1500,1137.5,4.82,2.87,1.28,9.64,5.59,9.64,6.36,Upstairs
424,27,0.19,0.07,0.04,0.08,0.08,0.03,0.07,0.08,0.11,0.25,0.19,0.13,0.05,0.13,0.08,0.09,0.07,0.13,0.09,0.06,0.08,0.08,0.07,0.11,0.11,0.12,0.14,0.11,0.09,0.11,0,6.96,1.25,325,800,3925,5.03,4.75,2.86,6.61,6,6.61,10.94,Downstairs
425,27,0.05,0.14,0.12,0.12,0.15,0.1,0.12,0.09,0.06,0.07,0.07,0.07,0.11,0.09,0.13,0.11,0.11,0.12,0.09,0.12,0.13,0.1,0.09,0.13,0.09,0.1,0.06,0.11,0.11,0.09,0,9.23,1.22,3275,626.67,1550,2.77,4.17,3.41,3.79,5.11,3.79,10.82,Downstairs
426,27,0.08,0.11,0.13,0.1,0.09,0.13,0.11,0.13,0.12,0.02,0.06,0.11,0.13,0.1,0.1,0.1,0.1,0.09,0.11,0.11,0.07,0.09,0.1,0.13,0.1,0.13,0.09,0.11,0.12,0.09,0,9.02,1.12,3800,552.94,1700,2.54,4.3,2.9,3.53,5.18,3.53,10.33,Downstairs
427,27,0.06,0.07,0.1,0.09,0.09,0.14,0.08,0.1,0.1,0.06,0.06,0.1,0.11,0.08,0.08,0.09,0.1,0.07,0.12,0.1,0.11,0.12,0.13,0.05,0.1,0.05,0.09,0.06,0.08,0.11,0,8.25,0.92,1725,679.17,3525,2.31,3.87,3.49,3.57,5.32,3.57,9.84,Downstairs
428,27,0.21,0.23,0.2,0,0.12,0.07,0,0.06,0.02,0.11,0.1,0.11,0,0,0.21,0,0,0.19,0.14,0.26,0.07,0.03,0,0.02,0.04,0,0.04,0.11,0.17,0.52,0,9.32,1.23,510.71,203.19,275,3.12,0.09,0.1,3.13,0.21,3.13,9.91,Sitting
429,27,0.07,0.22,0.28,0,0.22,0.12,0,0.04,0.04,0.03,0.05,0.09,0,0,0.24,0,0,0.33,0.15,0.15,0.01,0.02,0,0.01,0.06,0,0.13,0.22,0.31,0.26,0,9.3,1.21,540.91,223.26,1037.5,3.15,0.04,0.05,3.16,0.07,3.16,9.9,Sitting
430,27,0.18,0.23,0.15,0,0.15,0.09,0,0.09,0.03,0.11,0.11,0.11,0,0,0.18,0,0,0.23,0.16,0.22,0.02,0.02,0,0.07,0.05,0,0.22,0.23,0.16,0.25,0,9.31,1.19,226.74,202.17,491.67,3.15,0.06,0.06,3.16,0.09,3.16,9.9,Sitting
431,27,0.07,0.09,0.14,0,0.18,0.21,0,0.17,0.06,0.11,0.1,0.08,0,0,0.2,0,0,0.34,0.13,0.16,0.03,0.02,0,0.08,0.21,0,0.29,0.23,0.1,0.06,0,9.3,1.15,387.5,315.52,351.79,3.2,0.05,0.04,3.21,0.08,3.21,9.9,Sitting
432,27,0.08,0.15,0.1,0,0.15,0.09,0,0.16,0.07,0.22,0.11,0.1,0,0,0.19,0,0,0.24,0.19,0.18,0.2,0.08,0,0.05,0.14,0,0.15,0.17,0.1,0.13,0,9.3,1.12,1068.75,198.94,1900,3.22,0.06,0.1,3.23,0.09,3.23,9.91,Sitting
433,27,0.06,0.05,0.06,0,0.1,0.14,0,0.13,0.15,0.31,0.11,0.12,0,0,0.27,0,0,0.26,0.12,0.12,0.15,0.1,0,0.14,0.21,0,0.15,0.14,0.06,0.06,0,9.29,1.11,2825,201.04,1770,3.27,0.06,0.07,3.28,0.12,3.28,9.92,Sitting
434,27,0.02,0.01,0.01,0,0.04,0.15,0,0.3,0.25,0.23,0.04,0.11,0,0,0.33,0,0,0.35,0.12,0.07,0.04,0.14,0,0.34,0.27,0,0.15,0.04,0.01,0.02,0,9.29,1.1,1250,203.19,925,3.27,0.03,0.04,3.28,0.07,3.28,9.92,Sitting
435,27,0.02,0.02,0.02,0,0.07,0.09,0,0.23,0.2,0.37,0.07,0.07,0,0,0.33,0,0,0.31,0.15,0.08,0.15,0.24,0,0.29,0.18,0,0.12,0.03,0.01,0.01,0,9.3,1.07,381.25,230,1162.5,3.29,0.04,0.04,3.29,0.06,3.29,9.92,Sitting
436,27,0.08,0.07,0.14,0,0.19,0.2,0,0.17,0.06,0.11,0.05,0.15,0,0,0.28,0,0,0.3,0.15,0.09,0.07,0.09,0,0.22,0.23,0,0.24,0.09,0.03,0.04,0,9.29,1.11,426.92,247.37,825,3.2,0.04,0.05,3.21,0.07,3.21,9.89,Sitting
437,27,0.02,0.07,0.1,0,0.22,0.29,0,0.19,0.09,0.05,0.05,0.08,0,0,0.36,0,0,0.31,0.13,0.08,0.04,0.12,0,0.22,0.35,0,0.18,0.07,0.02,0.02,0,9.29,1.11,445.24,228.57,543.75,3.21,0.03,0.04,3.21,0.06,3.21,9.89,Sitting
438,27,0,0.01,0.02,0,0.09,0.17,0,0.14,0.05,0.02,0.01,0.04,0,0,0.14,0,0,0.21,0.07,0.02,0.02,0.05,0,0.12,0.16,0,0.09,0.04,0,0.01,0,4.37,0.52,247.22,207.14,307.14,1.52,2.32,0.28,3.23,4.93,3.23,4.65,Sitting
439,27,0.11,0.04,0.04,0.03,0.1,0.09,0.12,0.09,0.19,0.21,0.16,0.08,0.09,0.16,0.06,0.11,0.07,0.06,0.07,0.17,0.28,0.16,0.12,0.09,0.1,0.06,0.06,0.02,0.04,0.09,0,9.9,-1.45,1066.67,147.73,525,0.94,0.21,0.36,1.18,0.33,1.18,10.09,Standing
440,27,0.1,0.06,0.07,0.06,0.1,0.05,0.12,0.09,0.15,0.22,0.17,0.06,0.07,0.13,0.12,0.09,0.05,0.06,0.11,0.16,0.15,0.15,0.14,0.08,0.11,0.13,0.04,0.04,0.09,0.09,0,9.91,-1.35,1900,143.38,1750,0.88,0.2,0.31,1.05,0.27,1.05,10.06,Standing
441,27,0.06,0.06,0.05,0.06,0.07,0.1,0.11,0.18,0.18,0.15,0.11,0.15,0.05,0.16,0.07,0.07,0.05,0.1,0.11,0.16,0.1,0.13,0.14,0.1,0.11,0.09,0.06,0.06,0.14,0.1,0,9.91,-1.3,3200,128.95,?,0.8,0.17,0.28,0.89,0.21,0.89,10.04,Standing
442,27,0.04,0.06,0.05,0.06,0.13,0.09,0.18,0.16,0.17,0.09,0.11,0.09,0.07,0.18,0.09,0.09,0.06,0.09,0.13,0.12,0.03,0.1,0.1,0.12,0.15,0.11,0.12,0.12,0.08,0.09,0,9.91,-1.26,800,124.68,?,0.76,0.15,0.22,0.85,0.19,0.85,10.03,Standing
443,27,0.14,0.21,0.17,0.1,0.16,0.07,0.1,0.06,0.01,0.01,0.02,0.04,0.06,0.17,0.16,0.17,0.17,0.09,0.1,0.04,0.02,0.03,0.07,0.1,0.13,0.17,0.13,0.15,0.12,0.1,0,9.93,-1.18,1483.33,180.77,?,0.42,0.09,0.2,0.5,0.13,0.5,10.01,Standing
444,27,0.13,0.16,0.17,0.11,0.14,0.09,0.05,0.05,0.1,0.03,0.02,0.06,0.04,0.16,0.15,0.15,0.14,0.1,0.13,0.08,0.02,0.04,0.06,0.06,0.14,0.09,0.13,0.16,0.22,0.11,0,9.94,-1.15,916.67,162.5,?,0.51,0.1,0.22,0.62,0.14,0.62,10.03,Standing
445,27,0.11,0.13,0.18,0.09,0.15,0.1,0.06,0.07,0.09,0.03,0.1,0.06,0.06,0.14,0.08,0.08,0.16,0.07,0.1,0.16,0.03,0.05,0.07,0.07,0.1,0.11,0.08,0.16,0.22,0.13,0,9.93,-1.15,1333.33,144.12,?,0.53,0.15,0.24,0.63,0.19,0.63,10.02,Standing
446,27,0.03,0.05,0.03,0.03,0.1,0.01,0.05,0.03,0.05,0.04,0.02,0.07,0.06,0.05,0.02,0.03,0.03,0.05,0.05,0.05,0.03,0.04,0.05,0.08,0.04,0.03,0.02,0.02,0.04,0.09,0,4.01,-0.5,675,123.33,?,0.26,2.39,0.3,0.74,5.9,0.74,4.06,Standing
